,isbn,nr_reviews,average_rating,nr_tokens,nr_sentences,positive,negative,compound,average_tokens
119,9781501160837,30,3.8,3361,191,0.056642368342755135,0.025885153228205893,0.01316712288009521,112.03333333333333
120,9781501188817,30,3.9,2856,181,0.058823529411764705,0.02275910364145658,0.014133438375350141,95.2
121,9781501190650,25,4.16,1099,71,0.06824385805277525,0.029117379435850774,0.015840309372156507,43.96
122,9781501193699,12,4.75,388,30,0.08505154639175258,0.020618556701030927,0.030227835051546394,32.333333333333336
123,9781501195068,4,4.75,162,13,0.08641975308641975,0.006172839506172839,0.03444753086419753,40.5
124,9781501195099,2,3.0,96,12,0.08333333333333333,0.03125,0.024882291666666664,48.0
125,9781524733452,56,4.285714285714286,2574,175,0.08624708624708624,0.026029526029526028,0.028863247863247867,45.964285714285715
126,9781524743475,3,4.666666666666667,141,6,0.09929078014184398,0.02127659574468085,0.035806382978723406,47.0
127,9781524744618,11,4.2727272727272725,1069,58,0.05893358278765201,0.007483629560336763,0.02276108512628625,97.18181818181819
128,9781524745004,45,4.688888888888889,3644,221,0.06300192096597146,0.021405049396267837,0.0185506586169045,80.97777777777777
129,9781524745172,27,4.222222222222222,5087,257,0.04685964222528013,0.029290347945744054,0.007469392569294279,188.40740740740742
130,9781524746360,16,3.875,980,68,0.07142857142857142,0.0326530612244898,0.016920306122448978,61.25
131,9781524761332,72,3.4027777777777777,7076,384,0.06387789711701526,0.025438100621820236,0.016767029395138498,98.27777777777777
132,9781538728574,51,4.372549019607843,2956,196,0.07848443843031123,0.02165087956698241,0.02783338971583221,57.96078431372549
133,9781538747254,20,4.7,952,58,0.0703781512605042,0.017857142857142856,0.023803676470588238,47.6
134,9781538748138,12,4.333333333333333,638,42,0.0768025078369906,0.009404388714733543,0.024758307210031347,53.166666666666664
135,9781538748145,24,4.0,1852,106,0.0642548596112311,0.026997840172786176,0.01617159827213823,77.16666666666667
136,9781538751947,9,4.333333333333333,851,47,0.06110458284371328,0.0199764982373678,0.016735370152761456,94.55555555555556
137,9781538761465,21,4.142857142857143,633,48,0.07740916271721959,0.037914691943127965,0.0165391785150079,30.142857142857142
138,9781538761601,18,4.5,785,57,0.08025477707006369,0.025477707006369428,0.022951082802547772,43.611111111111114
139,9781538761694,26,4.538461538461538,1041,68,0.07204610951008646,0.024975984630163303,0.020204034582132564,40.03846153846154
140,9781594634697,10,3.2,403,32,0.08684863523573201,0.019851116625310174,0.028817866004962785,40.3
141,9781609455910,5,3.2,301,18,0.0664451827242525,0.026578073089700997,0.01652591362126246,60.2
142,9781629998916,80,4.7125,2536,190,0.07452681388012618,0.01971608832807571,0.02306364353312303,31.7
143,9781635574043,34,4.029411764705882,4929,256,0.05640089267599919,0.02657739906674782,0.014127936701156422,144.97058823529412
144,9781635575637,18,4.333333333333333,1974,108,0.06028368794326241,0.013677811550151976,0.020959169199594733,109.66666666666667
145,9781683691433,1,1.0,11,1,0.0,0.0,0.0,11.0
146,9781728215723,24,4.541666666666667,1010,83,0.06831683168316832,0.0297029702970297,0.01669495049504951,42.083333333333336
147,9781982100599,14,3.4285714285714284,1704,89,0.05560446009389671,0.02523474178403756,0.011703345070422536,121.71428571428571
148,9781982104061,18,4.666666666666667,500,36,0.084,0.03,0.0235124,27.77777777777778
149,9781982104313,1,5.0,35,3,0.05714285714285714,0.0,0.017822857142857144,35.0
150,9781982104382,5,4.6,575,29,0.07478260869565218,0.02608695652173913,0.02584417391304348,115.0
151,9781982108847,18,4.5,1337,88,0.06656694091249066,0.02019446522064323,0.02082408376963351,74.27777777777777
152,9781982110567,141,4.453900709219858,10695,644,0.06352847124824684,0.027298924731182794,0.014534249649368865,75.85106382978724
153,9781982129606,18,4.777777777777778,1321,69,0.06737320211960636,0.023467070401211203,0.01968463285389856,73.38888888888889
154,9781982132545,13,4.461538461538462,627,49,0.06060606060606061,0.03189792663476874,0.01516475279106858,48.23076923076923
155,9781982135607,18,4.111111111111111,525,41,0.08924761904761906,0.024761904761904763,0.03547390476190477,29.166666666666668
156,9781982137335,13,3.5384615384615383,1648,98,0.050970873786407765,0.029733009708737865,0.009540958737864078,126.76923076923077
157,9781982137441,35,4.0,2269,164,0.07933010136624064,0.02247686205376818,0.02518735125605994,64.82857142857142
158,9781982137977,70,4.357142857142857,5140,273,0.05680933852140078,0.020817120622568092,0.015994280155642023,73.42857142857143
159,9781982146948,4,4.75,82,8,0.07317073170731707,0.012195121951219513,0.02919268292682927,20.5
160,9781982151683,17,4.176470588235294,1657,102,0.05552202776101388,0.02896801448400724,0.011714363307181657,97.47058823529412
161,9781982154837,46,4.608695652173913,2026,152,0.08341559723593288,0.02813425468904245,0.02692872655478776,44.04347826086956
162,9781982164553,6,2.1666666666666665,550,33,0.05454545454545454,0.03272727272727273,0.010253454545454547,91.66666666666667
163,9781982167288,1,3.0,318,20,0.05660377358490566,0.02830188679245283,0.01678962264150944,318.0
164,9781984804433,13,3.4615384615384617,766,51,0.05483028720626632,0.0195822454308094,0.015598302872062663,58.92307692307692
165,9781984818355,56,2.8392857142857144,4169,266,0.055169105301031425,0.03046294075317822,0.011187862796833774,74.44642857142857
166,9781984818461,64,3.609375,3757,258,0.05802501996273623,0.023955283470854405,0.014376497205216929,58.703125
167,9781984818751,24,4.583333333333333,1965,125,0.09312977099236641,0.020356234096692113,0.03305358778625954,81.875
168,9781984819888,29,4.620689655172414,2325,118,0.051182795698924734,0.02064516129032258,0.015482021505376347,80.17241379310344
169,9781984820150,24,4.375,1116,68,0.06810035842293907,0.023297491039426525,0.02061568100358423,46.5
170,9781984823748,15,4.866666666666666,449,39,0.10022271714922049,0.011135857461024499,0.04022806236080178,29.933333333333334
171,9781984826787,32,4.21875,4368,233,0.05402930402930403,0.029532967032967032,0.010780769230769231,136.5
172,9781984854780,29,4.0,3126,150,0.05598208573256558,0.028470889315419065,0.011867818298144593,107.79310344827586
173,9781984879356,7,2.7142857142857144,507,29,0.0650887573964497,0.04339250493096647,0.008439644970414202,72.42857142857143
174,9781984880512,16,3.8125,1188,79,0.06565656565656566,0.026094276094276093,0.016949747474747475,74.25
